module,type,name,res_id,src,value,comments
hubi,model,"ir.model.fields,field_description",hubi.field_hubi_palletization_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_hubi_palletization_line_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_hubi_parameter_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_hubi_payment_mode_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_hubi_printer_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_hubi_printing_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_hubi_product_category_caliber_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_hubi_product_customer_description_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_hubi_shipper_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_sale_report_carrier_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_confirm_dialog_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_create_print_label_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_create_product_from_category_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_creditnote_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_general_settings_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_invoiceperiod_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_prepare_creditnote_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_print_label_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_print_label_sale_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_productprice_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_sale_order_print_label_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_search_product_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_search_product_line_id,ID,ID,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_transfertcompta_id,ID,ID,
hubi,model,"ir.ui.view,arch_db",hubi.pricelist_item_hubi_form_view,IFLS,IFLS,
