module,type,name,res_id,src,value,comments
hubi,model,"mail.template,body_html",hubi.email_template_accounting_transfer,"
<p>Dear,
You have been invited to transfer your writting from  ${object.date_start[8:10]}-${object.date_start[5:7]}-${object.date_start[0:4]} to  ${object.date_end[8:10]}-${object.date_end[5:7]}-${object.date_end[0:4]}
 in your accounting.
<br/>
Best regards,
<br/>
${object.create_uid.signature | safe}
</p>
","
<p>Dear,
You have been invited to transfer your writting from  ${object.date_start[8:10]}-${object.date_start[5:7]}-${object.date_start[0:4]} to  ${object.date_end[8:10]}-${object.date_end[5:7]}-${object.date_end[0:4]}
 in your accounting.
<br/>
Best regards,
<br/>
${object.create_uid.signature | safe}
</p>
",
hubi,model,"mail.template,body_html",hubi.email_template_invoice,"
<p>Dear,
Your invoices.
<br/>
Best regards,
<br/>
${object.create_uid.signature | safe}
</p>
","
<p>Dear,
Your invoices.
<br/>
Best regards,
<br/>
${object.create_uid.signature | safe}
</p>
",
hubi,model,"mail.template,body_html",hubi.email_template_sale_order,"
<p>Dear,
Your sale orders.
<br/>
Best regards,
<br/>
${object.create_uid.signature | safe}
</p>
","
<p style=""margin:0px 0px 9px 0px;font-size:13px;font-family:&quot;Lucida Grande&quot;, Helvetica, Verdana, Arial, sans-serif;"">Dear,
Your sale orders.
<br>
Best regards,
<br>
${object.create_uid.signature | safe}
</p>
",
hubi,model,"ir.model.fields,field_description",hubi.field_sale_report_carrier_nbr,# of Lines,Nb. de lignes,
hubi,model,"ir.ui.view,arch_db",hubi.report_partner_list_address,&amp;bull;,&amp;bull;,
hubi,model,"ir.ui.view,arch_db",hubi.report_partner_sheet_address,&amp;bull;,&amp;bull;,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,&amp;bull;,&amp;bull;,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,&amp;nbsp;<span>on</span>,&amp;nbsp;<span>sur</span>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,&amp;nbsp;<span>on</span>&amp;nbsp;,&amp;nbsp;<span>sur</span>&amp;nbsp;,
hubi,model,"ir.ui.view,arch_db",hubi.view_partner_establishment,(edit),(éditer),
hubi,model,"ir.ui.view,arch_db",hubi.hubi_product_template_form_inherited,"<span attrs=""{'invisible':[('type', 'not in', ['product', 'consu'])]}"">kg</span>","<span attrs=""{'invisible':[('type', 'not in', ['product', 'consu'])]}"">kg</span>",
hubi,model,"ir.ui.view,arch_db",hubi.hubi_product_template_form_inherited,"<span attrs=""{'invisible':[('type', 'not in', ['product', 'consu'])]}"">m³</span>","<span attrs=""{'invisible':[('type', 'not in', ['product', 'consu'])]}"">m³</span>",
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<span>Pro-Forma Invoice # </span>,<span>Facture pro-forma n° </span>,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_with_payments_hubi,<strong>Amount Due</strong>,<strong>Montant dû</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<strong>Carrier:</strong>,<strong>Transporteur:</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,<strong>Code FRS :</strong>,<strong>Code FRS :</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<strong>Code FRS :</strong>,<strong>Code FRS :</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,<strong>Code IFLS :</strong>,<strong>Code IFLS :</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<strong>Code IFLS :</strong>,<strong>Code IFLS :</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,<strong>Customer Code:</strong>,<strong>Numéro de client :</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<strong>Date Ordered:</strong>,<strong>Date de commande:</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,<strong>Description:</strong>,<strong>Description :</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,<strong>Discount</strong>,<strong>Remise</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,<strong>Due Date:</strong>,<strong>Date d'échéance :</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<strong>Fiscal Position Remark:</strong>,<strong>Remarque sur le régime fiscal :</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,<strong>Invoice Date:</strong>,<strong>Date de la facture :</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,<strong>Packaging Date:</strong>,<strong>Date Emballage:</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<strong>Packaging Date:</strong>,<strong>Date Emballage:</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<strong>Payment Terms:</strong>,<strong>Conditions de paiement:</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<strong>Quotation Date:</strong>,<strong>Date du devis :</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,<strong>Reference:</strong>,<strong>Référence :</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<strong>Salesperson:</strong>,<strong>Vendeur :</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,<strong>Sending Date:</strong>,<strong>Date Envoi:</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<strong>Sending Date:</strong>,<strong>Date Envoi:</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<strong>Shipping address:</strong>,<strong>Adresse de livraison:</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,<strong>Source:</strong>,<strong>Origine :</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<strong>Subtotal: </strong>,<strong>Sous-total : </strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,<strong>Subtotal</strong>,<strong>Sous-total</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<strong>Subtotal</strong>,<strong>Sous-total</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_account_invoice_summary,<strong>TOTAL GENERAL  : </strong>,<strong>TOTAL GENERAL  : </strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,<strong>Total Quantity Shell : </strong>,<strong>Total Quantité Coquillage : </strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<strong>Total Quantity Shell : </strong>,<strong>Total Quantité Coquillage : </strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,<strong>Total Weight Shell : </strong>,<strong>Total Poids Coquillage : </strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<strong>Total Weight Shell : </strong>,<strong>Total Poids Coquillage : </strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,<strong>Total before discount</strong>,<strong>Total avant remise</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,<strong>Total</strong>,<strong>Total</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<strong>Total</strong>,<strong>Total</strong>,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,<strong>Your Reference:</strong>,<strong>Votre référence : </strong>,
hubi,sql_constraint,hubi.department,0,A department already exists with this code. It must be unique !,Un departement existe  déjà avec ce code. Il doit être unique !,
hubi,sql_constraint,hubi.labelmodel,0,A label model already exists with this code. It must be unique !,Une étiquette modèle existe  déjà avec ce code. Il doit être unique !,
hubi,sql_constraint,hubi.module_option,0,A module_option already exists with this code in this company. It must be unique !,Un module_option existe  déjà avec ce code. Il doit être unique !,
hubi,model,"ir.actions.act_window,help",hubi.action_hubi_product_pricelist,"A price list contains rules to be evaluated in order to compute
                the sales price of the products.","Un tarif contient des règles d'évaluation afin de calculer
                le prix des aricles.",
hubi,sql_constraint,hubi.printer,0,A printer already exists with this code. It must be unique !,Une imprimante existe  déjà avec ce code. Elle doit être unique !,
hubi,sql_constraint,wiz.search.product,0,A wiz already exists with this sale order. It must be unique !,Un assistant existe  déjà avec ce code. Il doit être unique !,
hubi,code,addons/hubi/reports/trial_balance_xlsx.py,25,Account,Compte,
hubi,model,"ir.model.fields,field_description",hubi.field_delivery_carrier_account,Account,Compte,
hubi,model,"ir.model.fields,field_description",hubi.field_hubi_shipper_account,Account,Compte,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_datas_account,Account,Compte,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_create_product_from_category_account_expense_id,Account Expense,Dépense,
hubi,model,"ir.ui.view,arch_db",hubi.wiz_transfert_compta,Account File,Fichier comptable,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_account_journal,Account Fiscal Journal,Journal Fiscal,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_account_fiscal_position,Account Fiscal Position,Position Fiscale,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_create_product_from_category_account_income_id,Account Income,Revenu de compte,
hubi,model,"ir.actions.report,name",hubi.report_invoice_summary,Account Summary,Relevé Facture,
hubi,model,"ir.ui.view,arch_db",hubi.wiz_general_settings_form,Account Transfer,Compte de Transfert,
hubi,code,addons/hubi/reports/trial_balance_xlsx.py,71,Account balance at 0 filter,Compte balance filtre à 0,
hubi,model,"ir.ui.view,arch_db",hubi.report_account_invoice_summary,Account summary,Relevé facture,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_account,Accounting,Comptabilité,
hubi,model,"ir.ui.view,arch_db",hubi.wiz_general_settings_form,Accounting,Comptabilité,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_transfert_compta,Accounting Transfer,Transfert comptabilité,
hubi,model,"ir.ui.view,arch_db",hubi.wiz_transfert_compta,Accounting Transfer,Transfert comptabilité,
hubi,model,"ir.ui.view,arch_db",hubi.moduleoption_search,Active,Actif/ve,
hubi,model,"ir.ui.view,arch_db",hubi.shipper_search,Active,Actif/ve,
hubi,model,"ir.ui.view,arch_db",hubi.hubi_delivery_carrier,Address,Adresse,
hubi,model,"ir.ui.view,arch_db",hubi.report_partner_list_address,Address,Adresse,
hubi,model,"ir.ui.view,arch_db",hubi.report_partner_sheet_address,Address,Adresse,
hubi,model,"ir.ui.view,arch_db",hubi.view_partner_establishment,Address,Adresse,
hubi,model,"ir.ui.view,arch_db",hubi.report_partner_sheet_address,Address 2,Adresse 2,
hubi,model,"ir.ui.view,arch_db",hubi.report_partner_sheet_address,Adresse 1 :,Adresse 1 :,
hubi,model,"ir.ui.view,arch_db",hubi.report_partner_sheet_address,Adresse 2 :,Adresse 2 :,
hubi,model,"ir.model.fields,field_description",hubi.field_delivery_carrier_agency_city,Agency City,Ville Agence,
hubi,model,"ir.model.fields,field_description",hubi.field_hubi_shipper_agency_city,Agency City,Ville Agence,
hubi,model,"ir.model.fields,field_description",hubi.field_delivery_carrier_agency_number,Agency Number,Numéro Agence,
hubi,model,"ir.model.fields,field_description",hubi.field_hubi_shipper_agency_number,Agency Number,Numéro Agence,
hubi,model,"ir.actions.act_window,help",hubi.action_hubi_department,Aide,Aide,
hubi,model,"ir.actions.act_window,help",hubi.action_hubi_module_option,Aide,Aide,
hubi,model,"ir.actions.act_window,help",hubi.action_hubi_payment,Aide,Aide,
hubi,model,"ir.actions.act_window,help",hubi.action_hubi_product_family,Aide,Aide,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_sale_all_channels_report,All Channels Sales Orders,Bons de commande de toutes les équipes,
hubi,code,addons/hubi/reports/trial_balance_xlsx.py,70,All entries,Toutes entrées,
hubi,code,addons/hubi/reports/trial_balance_xlsx.py,69,All posted entries,Toutes entrées modifiées,
hubi,model,"ir.model.fields,field_description",hubi.field_res_partner_over_credit,Allow Over Credit?,Autoriser les dépassements de crédit,
hubi,model,"ir.model.fields,field_description",hubi.field_res_users_over_credit,Allow Over Credit?,Autoriser les dépassements de crédit,
hubi,selection,"account.invoice,discount_type",0,Amount,Montant,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,Amount,Montant,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,Amount,Montant,
hubi,model,"ir.ui.view,arch_db",hubi.send_email_invoice_tree,Amount Due,Montant dû,
hubi,model,"ir.model.fields,field_description",hubi.field_sale_report_carrier_amt_invoiced,Amount Invoiced,Montant facturé,
hubi,model,"ir.model.fields,field_description",hubi.field_account_invoice_line_price_total_signed,Amount Signed in Company Currency,Montant Signé dans la devise de la Société,
hubi,model,"ir.model.fields,field_description",hubi.field_sale_report_carrier_amt_to_invoice,Amount To Invoice,Montant à facturer,
hubi,model,"ir.model.fields,field_description",hubi.field_account_invoice_amount_before_discount,Amount before discount,Montant avant remise,
hubi,model,"ir.model.fields,field_description",hubi.field_account_invoice_amount_before_discount_signed,Amount before discount in Company Currency,Montant avant remise dans la devise de la Société,
hubi,model,"ir.model.fields,field_description",hubi.field_res_partner_amount_com_kg,Amount commission kg,Montant commission kg,
hubi,model,"ir.model.fields,field_description",hubi.field_res_users_amount_com_kg,Amount commission kg,Montant commission kg,
hubi,model,"ir.model.fields,field_description",hubi.field_account_invoice_amount_discount_signed,Amount discount in Company Currency,Montant de la remise dans la devise de la Société,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_invoice_report_detail,Analysis Detail,Analyse Détail,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_invoice_report_price,Analysis Price,Analyse Prix,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_sale_order_report_price,Analysis Price,Analyse Prix,
hubi,model,"ir.actions.act_window,name",hubi.action_hubi_saleorder_report_carrier,Analysis Summary Carrier,Analyse Récapitulatif Transporteur,
hubi,model,"ir.ui.view,arch_db",hubi.view_hubi_saleorder_carrier_report_pivot,Analysis Summary Carrier,Analyse Récapitulatif Transporteur,
hubi,model,"ir.actions.act_window,name",hubi.action_hubi_saleorder_report_daily,Analysis Summary Daily,Analyse Récapitulatif Journalier,
hubi,model,"ir.ui.view,arch_db",hubi.view_hubi_saleorder_daily_report_pivot,Analysis Summary Daily,Analyse Récapitulatif Journalier,
hubi,model,"ir.actions.act_window,name",hubi.action_hubi_saleorder_report_delivery,Analysis Summary Delivery,Analyse Récapitulatif Livraison,
hubi,model,"ir.ui.view,arch_db",hubi.view_hubi_saleorder_delivery_report_pivot,Analysis Summary Delivery,Analyse Récapitulatif Livraison,
hubi,model,"ir.actions.act_window,name",hubi.action_hubi_saleorder_report_reference,Analysis Summary Reference,Analyse Récapitulatif Reference,
hubi,model,"ir.actions.act_window,name",hubi.action_hubi_saleorder_report_weight,Analysis Summary Weight,Analyse Récapitulatif Poids,
hubi,model,"ir.ui.view,arch_db",hubi.view_hubi_saleorder_weight_report_pivot,Analysis Summary Weight,Analyse Récapitulatif Poids,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_invoice_report_weight,Analysis Weight,Analyse Poids,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_invoice_report_free,Analysis free Product,Analyse Produit Gratuit,
hubi,model,"ir.model.fields,field_description",hubi.field_sale_report_carrier_analytic_account_id,Analytic Account,Compte analytique,
hubi,selection,"res.partner,discount_period_ca",0,Annual,Annuel,
hubi,selection,"wiz.prepare.creditnote,periodicity_creditnote",0,Annual,Annuel,
hubi,model,"ir.ui.view,arch_db",hubi.pricelist_hubi_form_view,Applicable On,Applicable à,
hubi,model,"ir.ui.view,arch_db",hubi.report_product_sheet_price,Applied on,Applicable à,
hubi,model,"ir.ui.view,arch_db",hubi.search_establishment,Archived,Archivé/s,
hubi,model,"ir.ui.view,arch_db",hubi.search_res_partner_filter,Archived,Archivé/s,
hubi,model,"ir.model.fields,field_description",hubi.field_res_partner_asset,Asset,Actifs,
hubi,model,"ir.model.fields,field_description",hubi.field_res_users_asset,Asset,Actifs,
hubi,selection,"hubi.general_settings,calcul_lot",0,Auto AAAAMMJJ,Auto AAAAMMJJ,
hubi,selection,"wiz.general_settings,calcul_lot",0,Auto AAAAMMJJ,Auto AAAAMMJJ,
hubi,selection,"hubi.general_settings,calcul_lot",0,Auto AAAAQQQ,Auto AAAAQQQ,
hubi,selection,"wiz.general_settings,calcul_lot",0,Auto AAAAQQQ,Auto AAAAQQQ,
hubi,model,"ir.model.fields,field_description",hubi.field_res_partner_automatic_batch,Automatic Batch,No de lot Automatique,
hubi,model,"ir.model.fields,field_description",hubi.field_res_users_automatic_batch,Automatic Batch,No de lot Automatique,
hubi,model,"ir.model.fields,field_description",hubi.field_res_partner_auxiliary_account_customer,Auxiliary Account Customer,Compte Auxiliaire Client,
hubi,model,"ir.model.fields,field_description",hubi.field_res_users_auxiliary_account_customer,Auxiliary Account Customer,Compte Auxiliaire Client,
hubi,model,"ir.model.fields,field_description",hubi.field_res_partner_auxiliary_account_supplier,Auxiliary Account Supplier,Compte Auxiliaire Fournisseur,
hubi,model,"ir.model.fields,field_description",hubi.field_res_users_auxiliary_account_supplier,Auxiliary Account Supplier,Compte Auxiliaire Fournisseur,
hubi,model,"ir.model.fields,field_description",hubi.field_hubi_general_settings_auxiliary_accounting,Auxiliary Accounting,Comptabilité Auxiliaire,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_general_settings_auxiliary_accounting,Auxiliary Accounting,Comptabilité Auxiliaire,
hubi,model,"ir.ui.view,arch_db",hubi.wiz_general_settings_form,Auxiliary Accounting,Comptabilité Auxiliaire,
hubi,model,"ir.ui.view,arch_db",hubi.report_partner_sheet_address,BIC,BIC,
hubi,model,"ir.ui.view,arch_db",hubi.view_partner_customer,Bank,Banque,
hubi,model,"ir.ui.view,arch_db",hubi.view_partner_customer,Bank account,Compte bancaire,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_bank,Banks,Banques,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_datas_bank,Banks,Banques,
hubi,model,"ir.ui.view,arch_db",hubi.report_partner_sheet_address,Banks,Banques,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_bank_account,Banks Accounts,Comptes Bancaires,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_create_print_label_code_barre,Bar Code,Bar Code,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_sale_order_print_label_code_barre,Bar Code,Bar Code,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_create_print_label_code_128,Bar Code 128,Bar Code 128,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_sale_order_print_label_code_128,Bar Code 128,Bar Code 128,
hubi,model,"ir.model.fields,field_description",hubi.field_res_partner_compteur_ean128,Barcode 128 counter,Barcode 128 compteur,
hubi,model,"ir.model.fields,field_description",hubi.field_res_users_compteur_ean128,Barcode 128 counter,Barcode 128 compteur,
hubi,code,addons/hubi/models/inherited_product_template.py,146,Barcode EAN13 invalid. The key is ,Barcode EAN13 invalide. La clé est ,
hubi,model,"ir.model.fields,field_description",hubi.field_hubi_general_settings_calcul_lot,Batch Number Calculation,Batch Number Calculation,
hubi,model,"ir.model.fields,field_description",hubi.field_sale_order_calcul_lot,Batch Number Calculation,Batch Number Calculation,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_general_settings_calcul_lot,Batch Number Calculation,Batch Number Calculation,
hubi,model,"ir.model.fields,field_description",hubi.field_sale_order_line_no_lot,Batch number,Numéro de lot,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_create_print_label_numlot,Batch number,Numéro de lot,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_sale_order_print_label_numlot,Batch number,Numéro de lot,
hubi,model,"ir.model,name",hubi.model_mrp_bom,Bill of Material,Nomenclature,
hubi,model,"ir.ui.view,arch_db",hubi.hubi_mrp_bom_tree_view,Bill of Materials,Nomenclatures,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_billing,Billing,Facturation,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_datas_billing,Billing,Facturation,
hubi,model,"ir.model.fields,field_description",hubi.field_res_partner_billing_fees,Billing fees,Frais de Facturation,
hubi,model,"ir.model.fields,field_description",hubi.field_res_users_billing_fees,Billing fees,Frais de Facturation,
hubi,model,"ir.actions.act_window,name",hubi.action_hubi_mrp_bom_form,Bills of Materials,Nomenclatures,
hubi,model,"ir.actions.act_window,help",hubi.action_hubi_mrp_bom_form,"Bills of Materials allow you to define the list of required raw
                materials used to make a finished product; through a manufacturing
                order or a pack of products.","Les nomenclatures vous permettent de définir les matières premières requises pour fabriquer un produit fini, via un ordre de fabrication ou un paquet de produits.",
hubi,model,"ir.model.fields,field_description",hubi.field_res_partner_bottom_message_delivery,Bottom message delivery,Message bas de page livraison,
hubi,model,"ir.model.fields,field_description",hubi.field_res_users_bottom_message_delivery,Bottom message delivery,Message bas de page livraison,
hubi,model,"ir.model.fields,field_description",hubi.field_res_partner_bottom_message_invoice,Bottom message invoice,Message bas de page facturation,
hubi,model,"ir.model.fields,field_description",hubi.field_res_users_bottom_message_invoice,Bottom message invoice,Message bas de page facturation,
hubi,model,"ir.model.fields,field_description",hubi.field_res_partner_discount_description,CA Discount Description,Description Remise CA,
hubi,model,"ir.model.fields,field_description",hubi.field_res_users_discount_description,CA Discount Description,Description Remise CA,
hubi,model,"ir.model.fields,field_description",hubi.field_res_partner_cee_code,CEE Code,Code CEE,
hubi,model,"ir.model.fields,field_description",hubi.field_res_users_cee_code,CEE Code,Code CEE,
hubi,model,"ir.model.fields,field_description",hubi.field_res_partner_cnuf,CNUF,CNUF,
hubi,model,"ir.model.fields,field_description",hubi.field_res_users_cnuf,CNUF,CNUF,
hubi,model,"ir.model.fields,field_description",hubi.field_account_invoice_line_caliber_id,Caliber,Calibre,
hubi,model,"ir.model.fields,field_description",hubi.field_product_product_caliber_id,Caliber,Calibre,
hubi,model,"ir.model.fields,field_description",hubi.field_product_product_family_id,Caliber,Calibre,
hubi,model,"ir.model.fields,field_description",hubi.field_product_template_caliber_id,Caliber,Calibre,
hubi,model,"ir.model.fields,field_description",hubi.field_product_template_family_id,Caliber,Calibre,
hubi,model,"ir.model.fields,field_description",hubi.field_sale_order_line_caliber_id,Caliber,Calibre,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_create_print_label_caliber_id,Caliber,Calibre,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_create_product_from_category_caliber_id,Caliber,Calibre,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_sale_order_print_label_caliber_name,Caliber,Calibre,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_search_product_line_caliber_id,Caliber,Calibre,
hubi,model,"ir.ui.view,arch_db",hubi.Price_List_Lines_search,Caliber,Calibre,
hubi,model,"ir.ui.view,arch_db",hubi.create_product_from_category_search,Caliber,Calibre,
hubi,model,"ir.ui.view,arch_db",hubi.family_product_search,Caliber,Calibre,
hubi,model,"ir.ui.view,arch_db",hubi.hubi_account_invoice_line_form_view,Caliber,Calibre,
hubi,model,"ir.ui.view,arch_db",hubi.hubi_sale_order_form_view,Caliber,Calibre,
hubi,model,"ir.ui.view,arch_db",hubi.product_template_search_view_hubi,Caliber,Calibre,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,Caliber,Calibre,
hubi,model,"ir.ui.view,arch_db",hubi.report_saleorder_hubi_document,Caliber,Calibre,
hubi,model,"ir.ui.view,arch_db",hubi.wiz_create_print_label,Caliber,Calibre,
hubi,model,"ir.model.fields,field_description",hubi.field_account_invoice_report_caliber_name,Caliber Name,Nom du Calibre,
hubi,model,"ir.model.fields,field_description",hubi.field_sale_report_caliber_name,Caliber Name,Nom du Calibre,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_create_product_from_category_caliber_name,Caliber Name,Nom du Calibre,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_create_product_from_category_caliber_reference,Caliber Reference,Référence du Calibre,
hubi,model,"ir.model.fields,field_description",hubi.field_product_category_category_caliber_ids,Caliber for this category,Calibre pour cette categorie,
hubi,model,"ir.ui.view,arch_db",hubi.Price_List_Lines_form_view,Cancel,Annuler,
hubi,model,"ir.ui.view,arch_db",hubi.create_product_from_category_form_view,Cancel,Annuler,
hubi,model,"ir.ui.view,arch_db",hubi.search_product_wizard_form,Cancel,Annuler,
hubi,model,"ir.ui.view,arch_db",hubi.wiz_confirm_dialog_form,Cancel,Annuler,
hubi,model,"ir.ui.view,arch_db",hubi.wiz_create_invoiceperiod,Cancel,Annuler,
hubi,model,"ir.ui.view,arch_db",hubi.wiz_create_print_label,Cancel,Annuler,
hubi,model,"ir.ui.view,arch_db",hubi.wiz_create_productprice_step1,Cancel,Annuler,
hubi,model,"ir.ui.view,arch_db",hubi.wiz_general_settings_form,Cancel,Annuler,
hubi,model,"ir.ui.view,arch_db",hubi.wiz_prepare_creditnote,Cancel,Annuler,
hubi,model,"ir.ui.view,arch_db",hubi.wiz_prepare_sale_order_print_label,Cancel,Annuler,
hubi,model,"ir.ui.view,arch_db",hubi.wiz_print_label_sale_view,Cancel,Annuler,
hubi,model,"ir.ui.view,arch_db",hubi.wiz_print_label_view,Cancel,Annuler,
hubi,model,"ir.ui.view,arch_db",hubi.wiz_transfert_compta,Cancel,Annuler,
hubi,selection,"sale.report.carrier,state",0,Cancelled,Annuler,
hubi,model,"ir.ui.view,arch_db",hubi.report_invoice_document_hubi,Cancelled Invoice,Facture annulée,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_create_print_label_caption_etiq,Caption label,Intitulé étiquette,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_sale_order_print_label_caption_etiq,Caption label,Intitulé étiquette,
hubi,model,"ir.model,name",hubi.model_delivery_carrier,Carrier,Transporteur,
hubi,model,"ir.model.fields,field_description",hubi.field_account_invoice_carrier_id,Carrier,Transporteur,
hubi,model,"ir.model.fields,field_description",hubi.field_account_invoice_report_carrier_id,Carrier,Transporteur,
hubi,model,"ir.model.fields,field_description",hubi.field_res_partner_carrier_id,Carrier,Transporteur,
hubi,model,"ir.model.fields,field_description",hubi.field_res_users_carrier_id,Carrier,Transporteur,
hubi,model,"ir.ui.view,arch_db",hubi.report_partner_list_address,Carrier,Transporteur,
hubi,model,"ir.ui.view,arch_db",hubi.view_hubi_saleorder_report_search_carrier,Carrier,Transporteur,
hubi,model,"ir.model.fields,field_description",hubi.field_delivery_carrier_color_carrier,Carrier Color Etiq,Couleur Etiquette Transporteur,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_create_print_label_carrier_id,Carrier ID,Carrier ID,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_sale_order_print_label_carrier_id,Carrier ID,Carrier ID,
hubi,model,"ir.model.fields,field_description",hubi.field_sale_report_carrier_carrier_name,Carrier Name,Nom Transporteur,
hubi,model,"ir.model.fields,field_description",hubi.field_sale_report_carrier_name,Carrier Name,Nom Transporteur,
hubi,model,"ir.ui.view,arch_db",hubi.report_product_sheet_price,Categories - Products,Catégories - Produits,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_create_product_from_category_categ_id,Category,Catégorie,
hubi,model,"ir.model.fields,field_description",hubi.field_wiz_search_product_line_category_id,Category,Catégorie,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_partner_category,Category,Catégorie,
hubi,model,"ir.ui.menu,name",hubi.menu_hubi_product_category,Category,Catégorie,
hubi,model,"ir.ui.view,arch_db",hubi.Price_List_Lines_search,Category,Catégorie,
